Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Số ngày bài đã đăng
ford,everest wildtrak 2.0l 4x4 at 2024,7.2868764117507,2024.0,9.90353755128617,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,territory titanium x 1.5 at 2024,6.733401891837359,2024.0,9.90353755128617,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,accent 1.4 ath 2018,5.8888779583328805,2018.0,11.097425172408931,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.061334366910438,2022.0,11.156264806643742,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.039660349862076,2022.0,11.289794413577894,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2021,6.8679744089702925,2021.0,11.289794413577894,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2024,7.090076835776092,2024.0,9.741027444837728,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival signature 2.2d 2024,7.24422751560335,2024.0,10.596659732783579,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
mercedes,benz e class e200 2019,7.003065458786462,2019.0,11.002116507732017,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e300 amg 2021,7.467942332285852,2021.0,10.819798284210286,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,innova cross 2.0 cvt 2024,6.732210706467206,2024.0,7.824445930877619,2.0,xăng,số tự động,nhập khẩu,crossover,57.0
toyota,innova cross hev 2.0 cvt 2024,6.907755278982137,2024.0,8.517393171418904,2.0,hybrid,số tự động,nhập khẩu,crossover,57.0
toyota,vios 1.5e mt 2020,5.87493073085203,2020.0,10.819798284210286,1.5,xăng,số tay,lắp ráp trong nước,sedan,57.0
volvo,xc60 ultimate bright b6 awd 2023,7.668561108015897,2023.0,9.392745258631441,2.0,xăng,số tự động,nhập khẩu,suv,57.0
bmw,3 series 320i sport line 2023,7.200424892944957,2023.0,12.098642035352146,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,ecosport titanium 1.5l at 2015,5.69035945432406,2015.0,11.51293546492023,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,explorer limited 2.3l ecoboost 2019,6.976348070447749,2019.0,11.51293546492023,2.3,xăng,số tự động,nhập khẩu,suv,57.0
ford,territory titanium 1.5 at 2022,6.634633357861686,2022.0,11.156264806643742,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,kona 2.0 ath 2020,6.206575926724928,2020.0,11.156264806643742,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,tucson 1.6 at turbo 2020,6.601230118728877,2020.0,11.002116507732017,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,tucson 2.0 at crdi đặc biệt 2022,6.744059186311348,2022.0,10.819798284210286,2.0,dầu,số tự động,lắp ráp trong nước,crossover,57.0
kia,cerato 1.6 at deluxe 2018,6.016157159698354,2018.0,11.373674891823535,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,3 s 2.0 at 2009,5.170483995038151,2009.0,12.098642035352146,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
mercedes,benz glc 200 2022,7.2868764117507,2022.0,10.596659732783579,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 200 4matic 2020,7.170119543449628,2020.0,11.156264806643742,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz v class v250 luxury 2019,7.313220387090301,2019.0,11.170449240431308,2.0,xăng,số tự động,nhập khẩu,van/minivan,57.0
mitsubishi,xpander 1.5 at 2019,6.100318952020064,2019.0,10.950824090522445,1.5,xăng,số tự động,nhập khẩu,suv,57.0
peugeot,2008 gt line 1.2 at 2022,6.470799503782602,2022.0,11.127277689932466,1.2,xăng,số tự động,lắp ráp trong nước,crossover,57.0
suzuki,ciaz 1.4 at 2018,5.707110264748875,2018.0,11.302216779257382,1.4,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,innova 2.0e 2019,6.186208623900494,2019.0,12.098642035352146,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
bmw,x6 xdrive30d 2014,6.898714534329988,2014.0,12.04355959836804,3.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2022,7.02197642307216,2022.0,11.289794413577894,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,explorer limited 2.3l ecoboost 2022,7.390798521735676,2022.0,11.440365524765756,2.3,xăng,số tự động,nhập khẩu,suv,57.0
ford,transit limousine 2018,5.993961427306569,2018.0,11.982935344196433,2.4,dầu,số tay,lắp ráp trong nước,van/minivan,57.0
hyundai,santafe cao cấp 2.5l htrac 2021,6.883462586413092,2021.0,10.819798284210286,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 1.6 at turbo 2020,6.493753839851687,2020.0,12.098642035352146,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,seltos gt,0.6931471805599453,2025.0,7.170888478512505,1.5,xăng,số tự động,lắp ráp trong nước,crossover,57.0
lexus,rc 300 2019,7.495541943884256,2019.0,9.210440366976517,2.0,xăng,số tự động,nhập khẩu,coupe,57.0
mazda,cx5 2.5 at 2wd 2019,6.551080335043404,2019.0,11.156264806643742,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz e class e180 2021,7.1316985104669115,2021.0,11.472113887062386,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2020,7.3777589082278725,2020.0,10.778977123006351,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,camry 2.0g 2020,6.621405651764134,2020.0,4.2626798770413155,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,corolla cross 1.8v 2021,6.523562306149512,2021.0,11.184435286790631,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,innova g 2.0 at 2022,6.54534966033442,2022.0,11.289794413577894,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
volvo,s90 inscription t6 awd 2021,7.193685818395112,2021.0,11.407576060361786,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
acura,zdx sh,7.606387389772652,2010.0,11.373674891823535,3.7,xăng,số tự động,nhập khẩu,crossover,57.0
ford,everest titanium plus 2.0l 4x4 at 2023,7.24422751560335,2023.0,10.596659732783579,2.0,dầu,số tự động,nhập khẩu,suv,57.0
honda,crv l 2022,6.813444599510896,2022.0,10.819798284210286,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,accent cao cấp 1.5 at 2024,6.251903883165888,2024.0,8.517393171418904,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.069874128458572,2022.0,10.968215530759236,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2021,6.923628628138427,2021.0,10.308985993422082,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,6.975413927455952,2022.0,10.596659732783579,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 at crdi đặc biệt 2022,6.769641976852503,2022.0,10.819798284210286,2.0,dầu,số tự động,lắp ráp trong nước,crossover,57.0
kia,soul 2.0 at 2014,5.981414211254481,2014.0,11.451060699493427,2.0,xăng,số tự động,nhập khẩu,suv,57.0
lexus,es 250 f sport 2022,7.7406644019172415,2022.0,9.210440366976517,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
mercedes,benz c class c300 amg 2018,6.656726524178391,2018.0,11.48247656671073,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 2019,6.994849985833071,2019.0,11.289794413577894,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2022,7.495541943884256,2022.0,9.90353755128617,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
peugeot,2008 active 1.2 at 2023,6.396929655216146,2023.0,9.90353755128617,1.2,xăng,số tự động,lắp ráp trong nước,crossover,57.0
chrysler,300c 3.5 v6 2010,6.042632833682381,2010.0,12.098642035352146,3.5,xăng,số tự động,nhập khẩu,sedan,57.0
ford,everest titanium plus 2.0l 4x4 at 2023,7.208600337960199,2023.0,10.596659732783579,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger wildtrak 2.0l 4x4 at 2022,6.728628613084702,2022.0,10.950824090522445,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
ford,ranger xls 2.2l 4x2 at 2015,5.8888779583328805,2015.0,11.918397239722838,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,civic g 1.8 at 2019,6.274762021241939,2019.0,11.002116507732017,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.090076835776092,2022.0,10.819798284210286,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.07326971745971,2022.0,10.819798284210286,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,7.07326971745971,2022.0,10.308985993422082,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.2l htrac 2023,7.114769448366463,2023.0,10.596659732783579,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,6.966967138613983,2022.0,11.156264806643742,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2023,7.035268599281097,2023.0,9.210440366976517,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,carens exmt 2014,5.5053315359323625,2014.0,11.429554725537322,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
kia,sedona 2.2 dat luxury 2021,6.7464121285733745,2021.0,11.51293546492023,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
peugeot,3008 allure 2025,6.709304340258299,2025.0,7.3783837129967145,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
porsche,macan gts 2016,7.581209826196346,2016.0,11.51293546492023,3.0,xăng,số tự động,nhập khẩu,suv,57.0
toyota,corolla cross 1.8v 2021,6.551080335043404,2021.0,10.819798284210286,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,innova 2.0e 2019,6.030685260261263,2019.0,11.034905792929415,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
toyota,vios 1.5e mt 2018,5.69035945432406,2018.0,11.002116507732017,1.5,xăng,số tay,lắp ráp trong nước,sedan,57.0
bmw,3 series 320i 2015,6.343880434126331,2015.0,11.440365524765756,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,7 series 740li 2008,6.502790045915623,2008.0,11.775297421715827,3.0,xăng,số tự động,nhập khẩu,sedan,57.0
ford,ranger wildtrak 2.0l 4x4 at 2021,6.594413459749778,2021.0,11.034905792929415,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,territory titanium x 1.5 at 2025,6.763884908562435,2025.0,8.517393171418904,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,territory titanium x 1.5 at 2025,6.78105762593618,2025.0,6.55250788703459,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,i10 grand 1.2 at 2019,5.831882477283517,2019.0,11.156264806643742,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
hyundai,santafe cao cấp 2.2l htrac 2023,7.123672785204607,2023.0,10.596659732783579,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 1.6 at turbo htrac đặc biệt 2024,6.894670039433482,2024.0,8.987321812850125,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,carnival signature 2.2d 2023,7.146772179452637,2023.0,11.156264806643742,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,cerato 1.6 mt 2019,5.929589143389895,2019.0,12.098642035352146,1.6,xăng,số tay,lắp ráp trong nước,sedan,57.0
kia,k3 premium 1.6 at 2022,6.289715570908998,2022.0,10.839600519357369,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
kia,seltos premium 1.4 at 2021,6.3473892096560105,2021.0,11.156264806643742,1.4,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,cx5 2.5 signature premium 2wd 2019,6.551080335043404,2019.0,11.156264806643742,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mazda,cx5 2.5 signature premium awd i,7.61085279039525,2019.0,11.002116507732017,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mg,5 luxury 1.5 at 2022,6.0063531596017325,2022.0,10.596659732783579,1.5,xăng,số tự động,nhập khẩu,sedan,57.0
peugeot,3008 gt 2024,6.814542897259958,2024.0,8.699681400989514,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,camry 2.0g 2021,6.728628613084702,2021.0,9.90353755128617,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
volkswagen,passat 1.8 tsi 2018,6.606650186198215,2018.0,11.49273296168228,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
ford,ranger xls 2.2l 4x2 at 2022,6.3561076606958915,2022.0,10.778977123006351,2.2,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
honda,civic 1.8 e 2017,6.133398042996649,2017.0,11.502885230075814,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
honda,hrv g 2019,6.2166061010848646,2019.0,11.302216779257382,1.8,xăng,số tự động,nhập khẩu,crossover,57.0
hyundai,kona 2.0 ath 2021,6.251903883165888,2021.0,12.098642035352146,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,cerato 1.6 mt 2019,5.940171252720432,2019.0,12.098642035352146,1.6,xăng,số tay,lắp ráp trong nước,sedan,57.0
kia,morning deluxe 2021,5.723585101952381,2021.0,10.596659732783579,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
kia,seltos premium 1.6 at 2023,6.459904454377535,2023.0,10.308985993422082,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,3 1.5l sport premium 2022,6.3473892096560105,2022.0,10.819798284210286,1.5,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
mazda,cx 30 premium 2.0 at 2024,6.565264970035361,2024.0,9.61587214452889,2.0,xăng,số tự động,nhập khẩu,crossover,57.0
mazda,cx8 premium awd 2020,6.591673732008658,2020.0,10.950824090522445,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c250 exclusive 2016,6.478509642208569,2016.0,11.635151947212842,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2013,5.910796644040527,2013.0,11.51293546492023,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e300 amg 2016,6.946975992135418,2016.0,11.002116507732017,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mg,5 1.5 cvt std 2023,5.910796644040527,2023.0,8.699681400989514,1.5,xăng,số tự động,nhập khẩu,sedan,57.0
mitsubishi,xpander 1.5 at 2019,6.150602768446279,2019.0,11.440365524765756,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.4g 4x2 at 2019,6.654152520183219,2019.0,9.90353755128617,2.4,dầu,số tự động,nhập khẩu,suv,57.0
toyota,vios g 1.5 cvt 2023,6.1675164908883415,2023.0,9.680406499268875,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
vinfast,fadil 1.4 at 2021,5.700443573390686,2021.0,12.098642035352146,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,vf8 eco awd 2023,6.683360945766275,2023.0,9.90353755128617,2.097755539082448,điện,số tự động,lắp ráp trong nước,suv,57.0
chevrolet,aveo ltz 1.5 at 2016,5.25227342804663,2016.0,11.51293546492023,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,ecosport titanium 1.5l at 2016,5.755742213586912,2016.0,11.429554725537322,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,everest 2.5l 4x2 at 2015,5.87493073085203,2015.0,11.429554725537322,2.5,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,creta đặc biệt 1.5 at 2022,6.3561076606958915,2022.0,10.778977123006351,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
hyundai,grand starex 2.5 mt 2017,6.320768294250582,2017.0,11.775297421715827,2.5,dầu,số tay,nhập khẩu,van/minivan,57.0
hyundai,i10 1.2 at 2024,6.016157159698354,2024.0,9.105090961257085,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
hyundai,santafe 2.2l 4wd 2016,6.439350371100098,2016.0,11.775297421715827,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe 2.4l 4wd 2016,6.284134161070802,2016.0,11.39640288460621,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,carnival royal 2.2d 2022,7.549609165154532,2022.0,10.596659732783579,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,sorento signature 2.2 at awd 2022,6.786716950605081,2022.0,10.819798284210286,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
mazda,cx 30 premium 2.0 at 2021,6.423246963533519,2021.0,10.736418414365374,2.0,xăng,số tự động,nhập khẩu,crossover,57.0
mazda,cx5 luxury 2.0 at 2024,6.673297967767654,2024.0,10.308985993422082,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,outlander 2.0 cvt 2021,6.478509642208569,2021.0,12.098642035352146,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,xpander premium 1.5 at 2023,6.309918278226516,2023.0,10.819798284210286,1.5,xăng,số tự động,nhập khẩu,suv,57.0
peugeot,408 premium 2.0 at 2016,5.755742213586912,2016.0,10.645448706505872,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,fortuner 2.5g 2009,5.8888779583328805,2009.0,11.982935344196433,2.5,dầu,số tay,lắp ráp trong nước,suv,57.0
toyota,vios 1.5g 2016,5.831882477283517,2016.0,10.859018228147887,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
vinfast,vf3 plus 2025,5.723585101952381,2025.0,7.972810784121404,2.097755539082448,điện,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,vf6 plus 2024,6.447305862541213,2024.0,11.002116507732017,0.6,điện,số tự động,lắp ráp trong nước,suv,57.0
ford,territory titanium x 1.5 at 2024,6.7226297948554485,2024.0,8.24301946898925,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,grand starex van 2.5 mt 2015,6.077642243349034,2015.0,11.982935344196433,2.5,dầu,số tay,nhập khẩu,van/minivan,57.0
hyundai,santafe 2.2l htrac 2019,6.601230118728877,2019.0,11.51293546492023,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe slx 2010,5.8888779583328805,2010.0,12.098642035352146,2.0,dầu,số tự động,nhập khẩu,suv,57.0
kia,carnival premium 2.2d 7s 2023,7.078341579557671,2023.0,11.156264806643742,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,seltos luxury 1.4 at 2023,6.406879986069314,2023.0,9.90353755128617,1.4,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,sorento dath 2017,6.251903883165888,2017.0,11.501753287966977,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
landrover,range rover hse 3.0 2014,7.576097340623111,2014.0,10.896757843893464,3.0,xăng,số tự động,nhập khẩu,suv,57.0
mazda,3 1.5 at 2018,5.955837369464831,2018.0,11.338583982516495,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2019,6.907755278982137,2019.0,11.39640288460621,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mg,zs standard 1.5 at 2wd 2022,5.993961427306569,2022.0,10.309152640646959,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
mitsubishi,xpander 1.5 at 2020,6.16541785423142,2020.0,11.225256725762893,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,corolla cross 1.8v 2021,6.508769136971682,2021.0,10.736418414365374,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,innova g 2008,5.247024072160486,2008.0,12.098642035352146,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
vinfast,vf8 plus awd 2022,6.566672429803241,2022.0,10.518700218288165,2.097755539082448,điện,số tự động,lắp ráp trong nước,suv,57.0
audi,q5 2.0 at 2011,5.87493073085203,2011.0,12.098642035352146,2.0,xăng,số tự động,nhập khẩu,suv,57.0
bmw,7 series 730li 2018,7.467942332285852,2018.0,11.082157933374816,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
ford,explorer limited 2.3l ecoboost 2018,6.887552571664617,2018.0,11.49273296168228,2.3,xăng,số tự động,nhập khẩu,suv,57.0
ford,ranger wildtrak 2.0l 4x4 at 2018,6.447305862541213,2018.0,11.442513730229855,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,ranger wildtrak 2.0l 4x4 at 2021,6.621405651764134,2021.0,11.034905792929415,2.0,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,city 1.5 2019,6.018593214496234,2019.0,12.098642035352146,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,i10 grand 1.2 at 2021,5.855071922202427,2021.0,10.714439990727769,1.25,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,3 1.5l luxury 2024,6.415096959171596,2024.0,9.305741456739435,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 2016,6.363028103540465,2016.0,11.141876276228,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz s class s400l 2017,7.2868764117507,2017.0,10.819798284210286,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,xpander 1.5 mt 2021,6.054439346269371,2021.0,12.098642035352146,1.5,xăng,số tay,nhập khẩu,suv,57.0
mitsubishi,xpander cross 1.5 at đặc biệt 2021,6.272877006546167,2021.0,10.596659732783579,1.5,xăng,số tự động,nhập khẩu,suv,57.0
nissan,navara pro,1.6094379124341003,2022.0,10.518700218288165,2.3,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
nissan,sunny xv 2016,5.545177444479562,2016.0,11.362114203075018,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,innova 2.0e 2013,5.583496308781699,2013.0,9.472781556562168,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
toyota,innova 2.0e 2018,6.042632833682381,2018.0,11.391446859098352,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
toyota,yaris 1.3 at 2007,5.298317366548036,2007.0,11.775297421715827,1.3,xăng,số tự động,nhập khẩu,hatchback,57.0
audi,a4 2.0 tfsi 2016,6.508769136971682,2016.0,12.098642035352146,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
ford,everest platinum 2.0l 4x4 at 2024,7.300472814267799,2024.0,9.798182590890704,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium plus 2.0l 4x4 at 2025,7.269616749608169,2025.0,9.210340371976184,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium plus 2.0l 4x4 at 2025,7.269616749608169,2025.0,8.006700845440367,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger xls 2.0l 4x2 at 2023,6.4457198193855785,2023.0,10.596659732783579,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
hyundai,elantra 1.6 at đặc biệt 2022,6.302618975744905,2022.0,9.90353755128617,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,palisade prestige 2.2 at htrac 2023,7.2305631534092925,2023.0,9.61587214452889,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 at đặc biệt 2021,6.53813982376767,2021.0,10.778977123006351,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,sonet premium 1.5 at 2023,6.320768294250582,2023.0,10.491301994830229,1.5,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,sorento signature 2.5 at awd 2024,6.957497370876951,2024.0,9.210440366976517,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
lexus,rx 350 2017,7.7406644019172415,2017.0,11.608244735642321,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mazda,3 1.5 at 2018,6.037870919922137,2018.0,11.385103457032141,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,cx5 deluxe 2.0 at 2021,6.478509642208569,2021.0,10.596659732783579,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
nissan,navara el 2.3 at 2wd cao cấp 2022,6.284134161070802,2022.0,10.968215530759236,2.3,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
toyota,innova cross hev 2.0 cvt 2025,6.933423025730715,2025.0,8.517393171418904,2.0,hybrid,số tự động,nhập khẩu,crossover,57.0
toyota,prado txl 2.7l 2010,6.516193076042964,2010.0,12.100717685412471,2.7,xăng,số tự động,nhập khẩu,suv,57.0
bmw,5 series 520i luxury 2021,7.305860032684009,2021.0,10.373522431293592,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,5 series 535i 2015,6.790097235513905,2015.0,11.699413330633599,3.0,xăng,số tự động,nhập khẩu,sedan,57.0
ford,ranger wildtrak 3.2l 4x4 at 2017,6.302618975744905,2017.0,11.51293546492023,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,ranger xls 2.2l 4x2 at 2016,6.0063531596017325,2016.0,12.098642035352146,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,ranger xls 2.2l 4x2 mt 2016,5.87493073085203,2016.0,11.695255355062795,2.2,dầu,số tay,nhập khẩu,bán tải / pickup,57.0
honda,city l 1.5 at 2024,6.212606095751519,2024.0,10.165890277802454,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,accent 1.4 at 2022,6.054439346269371,2022.0,10.596659732783579,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
kia,k3 premium 1.6 at 2022,6.285998094508865,2022.0,10.571342565808699,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
kia,morning 1.0 at 2011,5.278114659230518,2011.0,11.643962499267984,1.0,xăng,số tự động,nhập khẩu,hatchback,57.0
lexus,ls 460 2009,6.478509642208569,2009.0,9.31578088443418,4.6,xăng,số tự động,nhập khẩu,sedan,57.0
lexus,ls 600hl 2010,7.372118028337787,2010.0,11.49273296168228,5.0,hybrid,số tự động,nhập khẩu,sedan,57.0
mercedes,benz c class c300 amg 2022,7.368970402194793,2022.0,10.691967639914864,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
mg,rx5 1.5t lux 2024,6.508769136971682,2024.0,6.90875477931522,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
mg,rx5 1.5t lux 2024,6.508769136971682,2024.0,6.90875477931522,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
