Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Tuổi thọ,Loại động cơ,Dung tích động cơ
Honda,Civic 1 8 Mt 2010,195000000,2010,0,Lắp ráp trong nước,Sedan,Số tay,33,xăng,1.8
Hyundai,Santafe Tieu Chuan 2 2L 2023,985000000,2023,28000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Kia,Optima 2 0 At Luxury 2020,498000000,2020,100000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Kia,Sedona 2 2L Dath 2018,685000000,2018,70000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,dầu,2.2
Kia,Sorento Dath 2018,610000000,2018,115000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Mazda,2 S 2013,228000000,2013,90000,Lắp ráp trong nước,Hatchback,Số tự động,33,xăng,1.5
Mazda,Cx5 Luxury 2 0 At 2024,760000000,2024,20000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,S Class S450 4Matic Luxury 2022,4650000000,2022,50,Nhập khẩu,Sedan,Số tự động,33,xăng,3.0
Mercedes Benz,S Class S500L 2016,1199000000,2016,65000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,4.7
Mitsubishi,Outlander 2 0 Cvt 2019,540000000,2019,48900,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mitsubishi,Xpander 1 5 At 2021,468000000,2021,0,Lắp ráp trong nước,SUV,Số tự động,33,xăng,1.5
Mitsubishi,Xpander Premium 1 5 At 2023,549000000,2023,42000,Nhập khẩu,SUV,Số tự động,33,xăng,1.5
Toyota,Innova G 2 0 At 2021,685000000,2021,37000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Toyota,Innova G 2 0 At 2022,722000000,2022,0,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Toyota,Raize G 1 0 Cvt 2024,480000000,2024,46000,Nhập khẩu,SUV,Số tự động,33,xăng,1.0
Toyota,Vios E Cvt 2024,450000000,2024,18000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Vinfast,Fadil 1 4 At Premium 2021,338000000,2021,35000,Lắp ráp trong nước,Hatchback,Số tự động,33,xăng,1.4
Audi,Q2 1 4 Tfsi 2018,858000000,2018,0,Nhập khẩu,Crossover,Số tự động,33,xăng,1.4
Bmw,3 Series 320I Sport Line 2020,1039000000,2020,32000,Nhập khẩu,Sedan,Số tự động,33,xăng,2.0
Bmw,3 Series 325I 2011,300000000,2011,168000,Nhập khẩu,Sedan,Số tự động,33,xăng,2.5
Bmw,X5 Xdrive40I 2019,2188000000,2019,60000,Nhập khẩu,SUV,Số tự động,33,xăng,3.0
Ford,Everest Titanium 2 0L 4X2 At 2023,1190000000,2023,32000,Nhập khẩu,SUV,Số tự động,33,dầu,2.0
Ford,Everest Trend 2 0L 4X2 At 2018,675000000,2018,76000,Nhập khẩu,SUV,Số tự động,33,dầu,2.0
Ford,Ranger Xls 2 0L 4X2 At 2023,619000000,2023,6789,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,33,dầu,2.0
Hyundai,Custin Cao Cap 2 0T 2024,850000000,2024,48000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,xăng,2.0
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1100000000,2022,49000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Isuzu,Mu,555000000,2018,99000,Nhập khẩu,SUV,Số tự động,33,dầu,1.9
Lexus,Lm 500H 2025,9290000000,2025,2000,Nhập khẩu,Van/Minivan,Số tự động,33,khác,
Lexus,Lm 500H 2025,8990000000,2025,289,Nhập khẩu,Van/Minivan,Số tự động,33,khác,
Lexus,Lx 570 Super Sport 2018,6150000000,2018,60000,Nhập khẩu,SUV,Số tự động,33,xăng,5.7
Mazda,Cx5 Signature Premium 2 5 At Awd I,735000000,2021,50000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Mercedes Benz,Gla Class Gla 45 S Amg 4Matic 2024,2650000000,2024,10,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1620000000,2021,30000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,S Class S450L 2017,1799000000,2017,80000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,3.0
Mercedes Benz,S Class S450L 2020,2680000000,2020,60000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,3.0
Toyota,Camry 2 4G 2012,376000000,2012,0,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.4
Toyota,Vios 1 5G 2019,375000000,2019,65000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Ford,Everest Titanium 2 0L 4X2 At 2023,1178000000,2023,32000,Nhập khẩu,SUV,Số tự động,33,dầu,2.0
Ford,Ranger Raptor 2 0L 4X4 At 2020,905000000,2020,0,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.0
Ford,Ranger Stormtrak 2 0L 4X4 At 2024,993000000,2024,3000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.0
Ford,Ranger Wildtrak 2 0L 4X4 At 2024,878000000,2024,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,33,dầu,2.0
Hyundai,Elantra 1 6 At 2019,435000000,2019,0,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.6
Hyundai,Tucson 2 0 Ath 2015,499000000,2015,80000,Nhập khẩu,Crossover,Số tự động,33,xăng,2.0
Mazda,Cx5 Deluxe 2 0 At 2023,688000000,2023,30000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mazda,Cx8 Premium Awd 2022,880000000,2022,28000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Mercedes Benz,C Class C200 Avantgarde Plus 2022,1359000000,2022,0,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mercedes Benz,C Class C200 Exclusive 2020,925000000,2020,0,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mercedes Benz,C Class C300 Amg 2019,999000000,2019,0,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,G Class G63 Amg 2021,8300000000,2021,55000,Nhập khẩu,SUV,Số tự động,33,xăng,4.0
Mercedes Benz,Glc 300 4Matic 2023,2398000000,2023,12000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,S Class S450 2021,3790000000,2021,40000,Nhập khẩu,Sedan,Số tự động,33,xăng,3.0
Mercedes Benz,S Class S450 2022,3890000000,2022,42000,Nhập khẩu,Sedan,Số tự động,33,xăng,3.0
Peugeot,5008 1 6 At 2018,615000000,2018,90000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,1.6
Toyota,Avanza 1 5 At 2020,385000000,2020,65000,Nhập khẩu,Crossover,Số tự động,33,xăng,1.5
Toyota,Vios 1 5E Cvt 2019,360000000,2019,88000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Vinfast,Vf8 Eco Awd 2023,710000000,2023,30000,Lắp ráp trong nước,SUV,Số tự động,33,điện,0.0
Audi,A4 2 0 Tfsi 2016,660000000,2016,95000,Nhập khẩu,Sedan,Số tự động,33,xăng,2.0
Dongben,Db X30 V2S 2018,95000000,2018,0,Nhập khẩu,Van/Minivan,Số tay,33,xăng,1.5
Dongben,Srm X30 Van 2018,95000000,2018,70000,Lắp ráp trong nước,Van/Minivan,Số tay,33,xăng,
Ford,Ranger Raptor 2 0L 4X4 At 2021,925000000,2021,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.0
Ford,Ranger Wildtrak 3 2L 4X4 At 2017,600000000,2017,88000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,3.2
Ford,Transit Tieu Chuan 2024,730000000,2024,39000,Lắp ráp trong nước,Van/Minivan,Số tay,33,dầu,2.2
Honda,City 1 5 2019,309000000,2019,113000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Honda,Crv L 2019,730000000,2019,74000,Nhập khẩu,SUV,Số tự động,33,xăng,1.5
Mazda,Cx5 2 5 At 2Wd 2018,608000000,2018,9000000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Mercedes Benz,Glc 250 4Matic 2018,899000000,2018,80000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,Gls 450 4Matic 2022,3969000000,2022,45000,Nhập khẩu,SUV,Số tự động,33,xăng,3.0
Mercedes Benz,S Class S400L 2016,1290000000,2016,85000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,3.0
Mercedes Benz,S Class S450L 2020,2350000000,2020,50000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,3.0
Mercedes Benz,S Class S500L 2014,1190000000,2014,90000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,4.7
Peugeot,2008 Gt Line 1 2 At 2024,690000000,2024,6000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,1.2
Suzuki,Xl7 1 5 At 2022,438000000,2022,60000,Nhập khẩu,SUV,Số tự động,33,xăng,1.5
Toyota,Corolla Altis 1 8G At 2020,605000000,2020,6050,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.8
Toyota,Sienna Limited 3 5 Awd 2013,930000000,2013,175000,Nhập khẩu,Van/Minivan,Số tự động,33,xăng,3.5
Honda,Civic 1 8 At 2011,255000000,2011,150000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.8
Honda,Crv 2 0 At 2016,479000000,2016,85000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Hyundai,I10 Grand 1 2 At 2017,290000000,2017,10000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.25
Hyundai,I30 Cw 1 6 At 2010,240000000,2010,98000,Nhập khẩu,Hatchback,Số tự động,33,xăng,1.6
Hyundai,Santafe Cao Cap 2 2L Htrac 2021,1069000000,2021,54000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1080000000,2022,59000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Kia,Sportage Signature 2 0G 2023,870000000,2023,18000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Lexus,Gx 550 M 2024,6460000000,2024,4000,Nhập khẩu,SUV,Số tự động,33,xăng,3.4
Lexus,Lx 570 2016,4550000000,2016,209214,Nhập khẩu,SUV,Số tự động,33,xăng,5.7
Lexus,Lx 570 Super Sport 2021,7990000000,2021,40000,Nhập khẩu,SUV,Số tự động,33,xăng,5.7
Lexus,Rx 300 2022,2980000000,2022,38000,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Mazda,2 1 5 At 2018,329000000,2018,58000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mazda,Cx5 2 5 At 2Wd 2019,620000000,2019,70000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Mercedes Benz,C Class C300 Amg 2016,710000000,2016,56000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 200 2019,990000000,2019,67000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 200 2022,1360000000,2022,30000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Toyota,Fortuner 2 4G 4X2 Mt 2020,765000000,2020,74000,Lắp ráp trong nước,SUV,Số tay,33,dầu,2.4
Toyota,Prado Vx 2 7L 2018,1888000000,2018,99000,Nhập khẩu,SUV,Số tự động,33,xăng,2.7
Toyota,Vios 1 5G 2019,370000000,2019,60,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Chevrolet,Express Explorer Limited Se 6 0 V8 Awd 2007,1390000000,2007,70000,Nhập khẩu,Van/Minivan,Số tự động,33,xăng,6.0
Ford,Ranger Xls 2 0L 4X2 At 2022,625000000,2022,27000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,33,dầu,2.0
Ford,Territory Titanium X 1 5 At 2024,810000000,2024,9800,Lắp ráp trong nước,SUV,Số tự động,33,xăng,1.5
Hyundai,Santafe Cao Cap 2 5L Htrac 2024,1199000000,2024,20000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Kia,Sedona 2 2L Dath 2018,640000000,2018,73000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,dầu,2.2
Kia,Sorento Signature 2 2 At Awd 2022,945000000,2022,50000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Lexus,Es 250 2022,2368000000,2022,29000,Nhập khẩu,Sedan,Số tự động,33,xăng,2.5
Lexus,Lm 500H 2024,9100000000,2024,1000,Nhập khẩu,Van/Minivan,Số tự động,33,khác,
Mercedes Benz,Glc 200 2020,1099000000,2020,69000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 250 4Matic 2017,799000000,2017,70000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2020,1499000000,2020,9000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,S Class S450 Luxury 2021,3799000000,2021,46000,Nhập khẩu,Sedan,Số tự động,33,xăng,3.0
Mg,5 Luxury 1 5 At 2023,415000000,2023,45000,Nhập khẩu,Sedan,Số tự động,33,xăng,1.5
Porsche,Macan 2 0 2020,2299000000,2020,56000,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Porsche,Macan 2 0 2021,2999000000,2021,55000,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Toyota,Alphard Executive Lounge 2019,2990000000,2019,85295,Nhập khẩu,Van/Minivan,Số tự động,33,xăng,3.5
Toyota,Innova G 2 0 At 2022,715000000,2022,54907,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Toyota,Land Cruiser 4 6 V8 2021,4550000000,2021,90000,Nhập khẩu,SUV,Số tự động,33,xăng,4.6
Toyota,Prado Vx 2 7L 2021,2480000000,2021,51000,Nhập khẩu,SUV,Số tự động,33,xăng,2.7
Ford,Escape Xlt 2 3L 4X4 At 2011,235000000,2011,185000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.3
Ford,Ranger Wildtrak 2 0L 4X4 At 2020,675000000,2020,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.0
Honda,City 1 5 At 2014,275000000,2014,12,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Hyundai,Accent 1 4 At 2023,415000000,2023,55000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.4
Hyundai,Getz 1 1 Mt 2010,105000000,2010,0,Nhập khẩu,Hatchback,Số tay,33,xăng,1.1
Hyundai,Kona 2 0 At 2021,495000000,2021,36000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Hyundai,Santafe Tieu Chuan 2 2L 2022,969000000,2022,59000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Kia,Morning 1 0 Mt 2016,135000000,2016,0,Lắp ráp trong nước,Hatchback,Số tay,33,xăng,1.0
Kia,Seltos Premium 1 4 At 2022,635000000,2022,10000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,1.4
Landrover,Range Rover Autobiography Lwb 5 0 2014,2430000000,2014,0,Nhập khẩu,SUV,Số tự động,33,xăng,5.0
Lexus,Nx 200T 2016,1250000000,2016,90000,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Mazda,Cx5 2 0 At 2018,560000000,2018,74000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mercedes Benz,E Class E200 Exclusive 2023,2189000000,2023,17,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 200 4Matic 2023,1920000000,2023,9000,Lắp ráp trong nước,SUV,Số tự động,33,khác,
Nissan,Navara El A,479000000,2020,90000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.5
Subaru,Forester 2 0I,635000000,2019,60000,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Suzuki,Xl7 1 5 At 2023,535000000,2023,0,Nhập khẩu,SUV,Số tự động,33,xăng,1.5
Toyota,Camry Glx 2 4 2006,269000000,2006,0,Nhập khẩu,Sedan,Số tự động,33,xăng,2.4
Toyota,Fortuner 2 5G 2015,460000000,2015,180000,Lắp ráp trong nước,SUV,Số tay,33,dầu,2.5
Toyota,Hilux 2 4E 4X2 At 2019,570000000,2019,36000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.4
Bmw,3 Series 320I Gt 2015,578000000,2015,80000,Nhập khẩu,Sedan,Số tự động,33,xăng,2.0
Ford,Explorer Limited 2 3L Ecoboost 2021,1630000000,2021,76000,Nhập khẩu,SUV,Số tự động,33,xăng,2.3
Hyundai,I10 Grand 1 2 At 2017,290000000,2017,99000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.25
Hyundai,Santafe Cao Cap 2 5L Htrac 2022,1050000000,2022,52000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Hyundai,Santafe Cao Cap 2 5L Htrac 2023,1129000000,2023,18000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Hyundai,Santafe Cao Cap 2 5L Htrac 2023,1200000000,2023,20000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.5
Kia,Carnival Signature 2 2D 2023,1315000000,2023,40000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,dầu,2.2
Kia,Carnival Signature 2 2D 2024,1380000000,2024,29000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,dầu,2.2
Kia,Seltos Premium 1 4 At 2022,625000000,2022,46000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,1.4
Kia,Seltos Premium 1 4 At 2022,635000000,2022,40000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,1.4
Lexus,Es 250 2015,1090000000,2015,100000,Nhập khẩu,Sedan,Số tự động,33,xăng,2.5
Lexus,Rx 350 2016,2090000000,2016,100000,Nhập khẩu,SUV,Số tự động,33,xăng,3.5
Lexus,Rx 350L 2022,3850000000,2022,50000,Nhập khẩu,SUV,Số tự động,33,xăng,3.5
Mazda,3 1 5L Luxury 2023,580000000,2023,27000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mercedes Benz,C Class C250 Amg 2015,590000000,2015,137000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,C Class C250 Amg 2015,590000000,2015,137000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,Glk Class Glk300 4Matic 2009,265000000,2009,160000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,3.0
Toyota,Fortuner 2 7V 4X2 At 2020,775000000,2020,78000,Nhập khẩu,SUV,Số tự động,33,xăng,2.7
Toyota,Vios 1 5E 2008,148000000,2008,0,Lắp ráp trong nước,Sedan,Số tay,33,xăng,1.5
Bmw,X5 4 4I 2005,245000000,2005,123456,Nhập khẩu,SUV,Số tự động,33,xăng,4.4
Chevrolet,Colorado High Country 2 8L 4X4 At 2017,400000000,2017,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.8
Ford,Focus Sport 1 5L 2018,413000000,2018,104000,Lắp ráp trong nước,Hatchback,Số tự động,33,xăng,1.5
Hyundai,Elantra 1 6 Mt 2020,389000000,2020,0,Lắp ráp trong nước,Sedan,Số tay,33,xăng,1.6
Hyundai,Grand Starex 2 5 Mt 2013,495000000,2013,0,Nhập khẩu,Van/Minivan,Số tay,33,dầu,2.5
Kia,Sonet Premium 1 5 At 2023,569000000,2023,26000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,1.5
Lexus,Rx 350 Premium 2023,3250000000,2023,50000,Nhập khẩu,SUV,Số tự động,33,xăng,2.4
Mercedes Benz,C Class C200 2016,610000000,2016,80000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,Gle Class Gle 450 4Matic 2021,2790000000,2021,60000,Nhập khẩu,SUV,Số tự động,33,khác,
Mercedes Benz,S Class S400L 2015,1260000000,2015,80000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,3.0
Mg,Hs 1 5T Lux 2024,609000000,2024,11000,Nhập khẩu,Crossover,Số tự động,33,xăng,1.5
Mitsubishi,Triton 4X2 At Mivec 2021,519000000,2021,65000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.4
Toyota,Fortuner 2 4L 4X2 At 2022,928000000,2022,62000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.4
Toyota,Fortuner 2 4L 4X2 At 2022,960000000,2022,60000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.4
Toyota,Innova 2 0E 2019,475000000,2019,103046,Lắp ráp trong nước,Crossover,Số tay,33,xăng,2.0
Toyota,Innova Cross 2 0 Cvt 2024,809000000,2024,19000,Nhập khẩu,Crossover,Số tự động,33,xăng,2.0
Toyota,Land Cruiser Vx 4 0 V6 2021,6200000000,2021,50000,Nhập khẩu,SUV,Số tự động,33,xăng,4.0
Toyota,Vios E Cvt 2024,450000000,2024,17000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Ford,Everest Titanium 2 0L 4X4 At 2020,860000000,2020,101000,Nhập khẩu,SUV,Số tự động,33,dầu,2.0
Ford,Everest Titanium Plus 2 0L 4X4 At 2023,1350000000,2023,31000,Nhập khẩu,SUV,Số tự động,33,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2016,410000000,2016,10000,Nhập khẩu,Bán tải / Pickup,Số tự động,33,dầu,2.2
Hyundai,Accent 1 4 At 2022,429000000,2022,40000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.4
Hyundai,Creta Tieu Chuan 1 5 At 2022,538000000,2022,0,Nhập khẩu,Crossover,Số tự động,33,xăng,1.5
Hyundai,I10 Grand 1 2 Mt Base 2016,155000000,2016,0,Nhập khẩu,Hatchback,Số tay,33,xăng,1.25
Hyundai,Santafe Cao Cap 2 2L Htrac 2022,1240000000,2022,40000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Kia,K3 Luxury 1 6 At 2023,545000000,2023,29000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.6
Kia,Morning Lx 1 0 At 2010,148000000,2010,0,Nhập khẩu,Hatchback,Số tự động,33,xăng,1.0
Kia,Sedona 2 2 Dat Luxury 2019,750000000,2019,91000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,dầu,2.2
Mercedes Benz,E Class E200 2019,1099000000,2019,68000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2021,1650000000,2021,40000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.0
Mitsubishi,Attrage 1 2 Mt 2022,275000000,2022,59000,Nhập khẩu,Sedan,Số tay,33,xăng,1.2
Mitsubishi,Lancer Gala Glx 1 6At 2004,105000000,2004,280000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.6
Mitsubishi,Xpander 1 5 Mt 2021,425000000,2021,80000,Nhập khẩu,SUV,Số tay,33,xăng,1.5
Porsche,Cayenne 3 6 V6 2012,1090000000,2012,100000,Nhập khẩu,SUV,Số tự động,33,xăng,3.6
Toyota,Corolla Altis 1 8G At 2014,395000000,2014,120000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.8
Toyota,Innova 2 0E 2016,375000000,2016,9800,Lắp ráp trong nước,Crossover,Số tay,33,xăng,2.0
Toyota,Prado Gx 2 7 At 2007,465000000,2007,243000,Nhập khẩu,SUV,Số tự động,33,xăng,2.7
Toyota,Venza 2 7 2009,495000000,2009,90000,Nhập khẩu,Crossover,Số tự động,33,xăng,2.7
Bmw,X4 Xdrive20I M Sport 2020,1790000000,2020,50000,Nhập khẩu,SUV,Số tự động,33,xăng,2.0
Ford,Everest Titanium 2 2L 4X2 At 2016,645000000,2016,90000,Nhập khẩu,SUV,Số tự động,33,dầu,2.2
Ford,Ranger Xls 2 2L 4X2 At 2022,589000000,2022,48000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,33,dầu,2.2
Hyundai,Accent 1 4 Mt Base 2019,315000000,2019,75600,Lắp ráp trong nước,Sedan,Số tay,33,xăng,1.4
Hyundai,Elantra 2 0 At 2018,370000000,2018,88000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Hyundai,I10 Grand 1 2 At 2016,265000000,2016,106000,Nhập khẩu,Hatchback,Số tự động,33,xăng,1.25
Hyundai,Kona 2 0 Ath 2021,510000000,2021,60000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Kia,Morning Van 1 0 At 2012,145000000,2012,129999,Nhập khẩu,Van/Minivan,Số tự động,33,xăng,1.0
Kia,Sorento Signature 2 2 At Awd 2020,860000000,2020,56000,Lắp ráp trong nước,SUV,Số tự động,33,dầu,2.2
Landrover,Range Rover Supercharged 5 0 2013,2150000000,2013,44000,Nhập khẩu,SUV,Số tự động,33,xăng,5.0
Landrover,Range Rover Sv Autobiography Lwb 5 0 2015,3650000000,2015,0,Nhập khẩu,SUV,Số tự động,33,xăng,5.0
Lynk & Co,06 1 5 Turbo 2025,709000000,2025,1000,Nhập khẩu,SUV,Số tự động,33,xăng,1.5
Mazda,3 1 5L Luxury 2019,439000000,2019,69000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mazda,3 1 5L Luxury 2024,615000000,2024,18000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mercedes Benz,C Class C200 2018,766000000,2018,0,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,2.0
Mitsubishi,Xpander 1 5 Mt 2021,430000000,2021,60000,Nhập khẩu,SUV,Số tay,33,xăng,1.5
Suzuki,Jimny 1 5L 4X4 At 2023,679000000,2023,5500,Nhập khẩu,SUV,Số tự động,33,xăng,1.5
Toyota,Fortuner 2 5G 2015,485000000,2015,15,Lắp ráp trong nước,SUV,Số tay,33,dầu,2.5
Toyota,Fortuner 2 5G 2016,510000000,2016,110,Lắp ráp trong nước,SUV,Số tay,33,dầu,2.5
Toyota,Innova G 2 0 At 2022,725000000,2022,85000,Lắp ráp trong nước,Crossover,Số tự động,33,xăng,2.0
Chevrolet,Cruze Lt 1 6 Mt 2016,238000000,2016,90000,Lắp ráp trong nước,Sedan,Số tay,33,xăng,1.6
Chevrolet,Spark Lt 1 2 Mt 2017,159000000,2017,110000,Lắp ráp trong nước,Hatchback,Số tay,33,xăng,1.2
Ferrari,F8 Spyder 2021,26999000000,2021,7777,Nhập khẩu,Convertible/Cabriolet,Số tự động,33,xăng,3.9
Honda,Crv 2 4 At 2014,475000000,2014,110000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.4
Honda,Jazz V 2018,343000000,2018,79000,Nhập khẩu,Hatchback,Số tự động,33,xăng,1.5
Hyundai,Santafe 2 4L 4Wd 2014,520000000,2014,131000,Lắp ráp trong nước,SUV,Số tự động,33,xăng,2.4
Kia,Carnival Signature 2 2D 2023,1299000000,2023,30000,Lắp ráp trong nước,Van/Minivan,Số tự động,33,dầu,2.2
Kia,Morning Si At 2016,258000000,2016,0,Lắp ráp trong nước,Hatchback,Số tự động,33,xăng,1.25
Mazda,3 1 5 At 2015,343000000,2015,100000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
Mazda,3 1 5 At 2018,439000000,2018,75000,Lắp ráp trong nước,Sedan,Số tự động,33,xăng,1.5
