Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Tuổi thọ,Loại động cơ,Dung tích động cơ
Mercedes Benz,S Class S450L 2019,2088000000,2019,48000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mitsubishi,Xpander Premium 1 5 At 2023,559000000,2023,51000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Nissan,Terra S 2 5 Mt 2Wd 2018,495000000,2018,90000,Nhập khẩu,SUV,Số tay,31,dầu,2.5
Porsche,Cayenne 3 6 V6 2012,870000000,2012,0,Nhập khẩu,SUV,Số tự động,31,xăng,3.6
Ssangyong,Stavic 2 7 Mt 2009,148000000,2009,170000,Nhập khẩu,Crossover,Số tay,31,dầu,2.7
Toyota,Innova E 2 0 Mt 2024,669000000,2024,55000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Bmw,3 Series 320I 2014,459000000,2014,100000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Ford,Ranger Raptor 2 0L 4X4 At 2022,945000000,2022,64000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Ranger Wildtrak 2 0L 4X4 At 2023,855000000,2023,33000,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,31,dầu,2.0
Hyundai,Santafe 2 4L 4Wd 2016,549000000,2016,125000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Hyundai,Tucson 2 0 Ath 2019,669000000,2019,90000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,2.0
Kia,Carens 1 5D Premium 2022,565000000,2022,60000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,1.5
Lexus,Es 250 2021,2180000000,2021,11000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.5
Mercedes Benz,C Class C300 Amg 2015,679000000,2015,82000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 200 4Matic 2021,1390000000,2021,0,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Peugeot,3008 Al 2022,765000000,2022,30000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Toyota,Corolla Altis 1 8G At 2010,245000000,2010,86000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Raize G 1 0 Cvt 2024,525000000,2024,12340,Nhập khẩu,SUV,Số tự động,31,xăng,1.0
Toyota,Vios G 1 5 Cvt 2023,475000000,2023,30000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Volkswagen,Tiguan 2 0 At 2016,600000000,2016,120000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Volvo,S90 Inscription T6 2020,1399000000,2020,21000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Chevrolet,Aveo Ltz 1 5 At 2014,199000000,2014,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Ford,Ranger Raptor 2 0L 4X4 At 2018,825000000,2018,64000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Honda,City Rs 1 5 At 2021,402000000,2021,113000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Kia,Carnival Signature 2 2D 2024,1570000000,2024,27000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Sedona 2 2L Dath 2018,615000000,2018,110000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Sonet Premium 1 5 At 2023,569000000,2023,19000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.5
Mazda,3 1 5L Sport Luxury 2022,569000000,2022,32000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mazda,3 1 5L Sport Premium 2023,628000000,2023,19000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mazda,6 Premium 2 0 At 2022,669000000,2022,30000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mazda,Cx5 Premium 2 0 At 2021,690000000,2021,63000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,C Class C200 Exclusive 2019,859000000,2019,37000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,E Class E200 2019,1059000000,2019,59000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E200 2019,1059000000,2019,42000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Toyota,Fortuner Legender 2 4L 4X2 At 2022,1045000000,2022,20000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.4
Toyota,Vios E 1 5 Mt 2023,405000000,2023,29000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.5
Vinfast,Fadil 1 4 At 2021,306000000,2021,43000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Bmw,X3 Xdrive20I 2016,659000000,2016,82000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Ford,Ranger Wildtrak 3 2L 4X4 At 2015,429000000,2015,113000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,3.2
Hyundai,Elantra 1 6 At Dac Biet 2023,590000000,2023,15000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Hyundai,Santafe Premium 2 2L Htrac 2020,859000000,2020,70000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Landrover,Range Rover Evoque Dynamic 2014,629000000,2014,72000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,3 1 5L Luxury 2019,456000000,2019,57000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C200 Exclusive 2021,999000000,2021,37000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C300 Amg 2021,1199000000,2021,37000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E200 Exclusive 2022,2099000000,2022,30,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glb 35 4Matic 2022,2100000000,2022,24000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 200 2021,1260000000,2021,36000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Thaco,Towner Van 2S 2022,179000000,2022,83000,Lắp ráp trong nước,Van/Minivan,Số tay,31,xăng,1.4
Toyota,Corolla Cross 1 8Hv 2022,789000000,2022,26600,Nhập khẩu,SUV,Số tự động,31,khác,
Toyota,Innova 2 0E 2015,265000000,2015,90000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Raize G 1 0 Cvt 2024,510000000,2024,15000,Nhập khẩu,SUV,Số tự động,31,xăng,1.0
Toyota,Yaris 1 3 At 2009,230000000,2009,120000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.3
Bmw,3 Series 320I M Sport 2024,1599000000,2024,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Ford,Everest Ambiente 2 0L 4X2 At 2023,1020000000,2023,26000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Hyundai,Accent 1 4 At 2014,299000000,2014,87000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.4
Hyundai,Santafe Prestige 2 5L Htrac 2024,1099000000,2024,15000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Hyundai,Stargazer Dac Biet 1 5 At 2022,458000000,2022,19999,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,1.5
Lexus,Rx 350 2016,1999000000,2016,100000,Nhập khẩu,SUV,Số tự động,31,xăng,3.5
Mazda,3 1 5L Premium 2022,599000000,2022,26000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mazda,Cx5 2 5 At 2016,480000000,2016,120000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.5
Mercedes Benz,Glk Class Glk300 4Matic 2009,258000000,2009,100000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,3.0
Mercedes Benz,Glk Class Glk300 4Matic 2011,340000000,2011,117000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,3.0
Toyota,Corolla Cross 1 8V 2021,655000000,2021,50000,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Toyota,Fortuner 2 7V 4X2 At 2019,725000000,2019,76000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Fortuner 2 7V 4X4 At 2014,423000000,2014,150000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.7
Toyota,Innova E 2 0 Mt 2022,585000000,2022,55000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Vios 1 5E Mt 2018,270000000,2018,66000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.5
Toyota,Yaris Cross 1 5 D,670000000,2025,2750,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Bmw,X5 Xdrive40I 2019,2150000000,2019,0,Nhập khẩu,SUV,Số tự động,31,xăng,3.0
Ford,Ecosport Titanium 1 5 At 2020,455000000,2020,83000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Ford,Escape Xls 2 3L 4X2 At 2011,225000000,2011,110000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.3
Ford,Everest Titanium Plus 2 0L 4X4 At 2022,1299000000,2022,60000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Everest Titanium Plus 2 0L 4X4 At 2022,1210000000,2022,66000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Hyundai,Santafe Premium 2 4L Htrac 2020,825000000,2020,46000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Kia,Carnival Signature 2 2D 2023,1280000000,2023,45000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Sedona 2 2L Dath 2018,675000000,2018,120000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Mazda,3 1 5 At 2018,438000000,2018,80000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Porsche,Macan 2 0 2017,1750000000,2017,69000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Suzuki,Ciaz 1 4 At 2020,359000000,2020,67000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.4
Suzuki,Swift Glx 1 2 At 2019,410000000,2019,36000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.2
Toyota,Innova Cross 2 0 Cvt 2025,860000000,2025,4600,Nhập khẩu,Crossover,Số tự động,31,xăng,2.0
Toyota,Sienna Limited 3 5 2016,1557000000,2016,60000,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,3.5
Bmw,5 Series 535I 2015,895000000,2015,120000,Nhập khẩu,Sedan,Số tự động,31,xăng,3.0
Honda,Hrv L 2019,529000000,2019,49000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.8
Kia,Carnival Signature 2 2D 2022,1198000000,2022,30000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Cerato 1 6 At 2018,408000000,2018,40000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Kia,Morning Ex 2017,165000000,2017,120000,Lắp ráp trong nước,Hatchback,Số tay,31,xăng,1.25
Landrover,Discovery Sport Hse 2015,795000000,2015,120000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,3 1 5 At 2015,365000000,2015,100000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C200 2016,585000000,2016,112000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 200 4Matic 2021,1439000000,2021,26000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 300 4Matic 2020,1499000000,2020,9000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,S Class S400L 2015,1150000000,2015,97600,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mitsubishi,Xpander 1 5 At 2019,459000000,2019,75555,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Peugeot,3008 1 6 At 2014,345000000,2014,70000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Suzuki,Swift Glx 1 2 At 2020,439000000,2020,50000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.2
Toyota,Prado Vx 2 7L 2020,2068000000,2020,100,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Prado Vx 2 7L 2020,1995000000,2020,99,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Bmw,X3 Sdrive20I 2024,1680000000,2024,1000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Chevrolet,Spark Lt 0 8 Mt 2011,68000000,2011,0,Lắp ráp trong nước,Hatchback,Số tay,31,xăng,0.8
Ford,Everest Titanium Plus 2 0L 4X4 At 2023,1368000000,2023,28000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Honda,Crv L 2018,695000000,2018,80000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Kia,Sorento Signature 2 2 At Awd 2022,940000000,2022,45000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.2
Lexus,Rx 200T 2016,1699000000,2016,70000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,3 1 5L Luxury 2024,599000000,2024,6000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Mercedes Benz,C Class C250 Exclusive 2016,620000000,2016,75000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E200 Sport 2019,1168000000,2019,41000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E200 Sport 2019,1139000000,2019,68000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E300 Amg 2019,1290000000,2019,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,S Class S400L 2017,1390000000,2017,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S450L 2017,1890000000,2017,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S450L 2018,1890000000,2018,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S450L 2018,1999000000,2018,0,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Peugeot,3008 Al 2022,750000000,2022,49000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Ford,Ecosport Titanium 1 0 Ecoboost 2019,415000000,2019,32000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.0
Ford,Everest Sport 2 0L 4X2 At 2023,1115000000,2023,26000,Nhập khẩu,SUV,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2019,505000000,2019,130000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Hyundai,Elantra 1 6 Mt 2021,395000000,2021,75000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.6
Kia,Carnival Signature 2 2D 2021,1150000000,2021,65000,Lắp ráp trong nước,Van/Minivan,Số tự động,31,dầu,2.2
Kia,Cerato 2 0 At Premium 2019,468000000,2019,100000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Kia,K3 Luxury 1 6 At 2025,575000000,2025,2000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Kia,Sonet Luxury 1 5 At 2024,535000000,2024,10000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.5
Lexus,Nx 300 2018,1550000000,2018,80000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,Cx 30 Premium 2 0 At 2022,630000000,2022,70000,Nhập khẩu,Crossover,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 200 2019,999000000,2019,70000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,Glc 200 4Matic 2021,1375000000,2021,59000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Xpander Cross 1 5 At 2024,615000000,2024,28000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Toyota,Avanza Premio 1 5 At 2023,485000000,2023,83000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Toyota,Fortuner 2 8V 4X4 At Legender 2021,1020000000,2021,50000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.8
Vinfast,Fadil 1 4 At Plus 2019,288000000,2019,80000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Audi,A5 2 0 T Quattro 2010,685000000,2010,50000,Nhập khẩu,Convertible/Cabriolet,Số tự động,31,xăng,2.0
Ford,Everest 2 5L 4X2 At 2014,435000000,2014,130000,Lắp ráp trong nước,SUV,Số tự động,31,dầu,2.5
Ford,Ranger Wildtrak 2 0L 4X4 At 2021,685000000,2021,90000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Ranger Xls 2 2L 4X2 At 2018,465000000,2018,85000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Ford,Ranger Xls 2 2L 4X2 At 2019,510000000,2019,80000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.2
Ford,Transit Tieu Chuan 2023,665000000,2023,62000,Lắp ráp trong nước,Van/Minivan,Số tay,31,dầu,2.2
Ford,Transit Tieu Chuan 2023,635000000,2023,95000,Lắp ráp trong nước,Van/Minivan,Số tay,31,dầu,2.2
Hyundai,Accent 1 4 At 2022,428000000,2022,65000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Stargazer Dac Biet 1 5 At 2022,448000000,2022,0,Nhập khẩu,Van/Minivan,Số tự động,31,xăng,1.5
Hyundai,Tucson 2 0 At Crdi 2019,650000000,2019,93000,Lắp ráp trong nước,Crossover,Số tự động,31,dầu,2.0
Hyundai,Tucson 2 0 At Crdi Dac Biet 2022,819000000,2022,60000,Lắp ráp trong nước,Crossover,Số tự động,31,dầu,2.0
Kia,Cerato 2 0 At Premium 2020,479000000,2020,39000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Kia,Sorento Gat 2017,438000000,2017,98000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.4
Lexus,Rx 200T 2016,1730000000,2016,70000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Mazda,2 Luxury 2020,385000000,2020,70000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.5
Mazda,3 2 0 At 2017,380000000,2017,60000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mitsubishi,Outlander 2 0 Cvt 2022,690000000,2022,65000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Nissan,Almera Vl 1 0 Cvt Cao Cap 2022,440000000,2022,53000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.0
Toyota,Camry 2 0E 2017,568000000,2017,77000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Bmw,5 Series 530I M Sport 2022,1998000000,2022,23000,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Chevrolet,Cruze Lt 1 6L 2017,259000000,2017,25000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.6
Ford,Territory Sport 1 5 At 2025,845000000,2025,1300,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Hyundai,Accent 1 4 Mt 2020,330000000,2020,130000,Lắp ráp trong nước,Sedan,Số tay,31,xăng,1.4
Hyundai,Kona 1 6 Turbo 2020,525000000,2020,58000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Mazda,2 1 5 At 2020,369000000,2020,46000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.5
Mazda,2 1 5 At 2023,406000000,2023,30000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.5
Mazda,3 1 5 At 2015,355000000,2015,98000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.5
Mercedes Benz,E Class E200 Exclusive 2022,1699000000,2022,28000,Lắp ráp trong nước,Sedan,Số tự động,31,khác,
Mercedes Benz,Gla Class Gla 250 4Matic 2016,586000000,2016,56000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Nissan,Terra V 2 5 At 4Wd 2019,765000000,2019,58000,Nhập khẩu,SUV,Số tự động,31,xăng,2.5
Toyota,Camry 2 4G 2011,368000000,2011,120000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.4
Toyota,Corolla Altis 1 8G At 2011,358000000,2011,120000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Corolla Altis 1 8G At 2014,369000000,2014,120000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Innova 2 0E 2018,428000000,2018,120000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Rush 1 5S At 2021,510000000,2021,50000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Toyota,Vios 1 5G 2019,395000000,2019,70000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.5
Vinfast,Fadil 1 4 At Plus 2020,310000000,2020,30000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.4
Audi,Q5 2 0 At 2016,769000000,2016,100000,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Audi,Q5 2 0 At 2017,999000000,2017,0,Nhập khẩu,SUV,Số tự động,31,xăng,2.0
Honda,Crv L 2019,738000000,2019,80000,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Hyundai,I10 Grand 1 2 At 2019,315000000,2019,50000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.25
Kia,Morning Luxury 2019,298000000,2019,19000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Mazda,3 1 6 At 2010,248000000,2010,150000,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.6
Mercedes Benz,C Class C200 2018,699000000,2018,43000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,C Class C250 Exclusive 2016,639000000,2016,90000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,C Class C300 Amg 2022,1699000000,2022,17000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,E Class E300 2009,330000000,2009,95000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mitsubishi,Outlander 2 0 Cvt 2022,695000000,2022,46000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mitsubishi,Outlander 2 0 Cvt 2022,660000000,2022,47000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Peugeot,3008 Al 2022,765000000,2022,30000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Peugeot,3008 Al 2022,765000000,2022,40000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Toyota,Corolla Altis 1 8V 2022,655000000,2022,45000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.8
Toyota,Innova 2 0E 2016,265000000,2016,95000,Lắp ráp trong nước,Crossover,Số tay,31,xăng,2.0
Toyota,Veloz Cross 1 5 Cvt 2023,525000000,2023,30000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Toyota,Vios 2009,226000000,2009,160000,Lắp ráp trong nước,Sedan,Số tự động,31,khác,
Bmw,3 Series 320I Sport Line 2024,1479000000,2024,17000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Chevrolet,Aveo Ltz 1 4 At 2017,165000000,2017,123,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Ford,Focus 1 8 At 2012,265000000,2012,60000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.8
Hyundai,Accent 1 4 At Dac Biet 2023,468000000,2023,46000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.4
Hyundai,Elantra 2 0 At 2020,479000000,2020,50000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Hyundai,I10 1 2 At 2022,385000000,2022,44000,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Kia,Sportage Signature 1 6T Awd 2023,923000000,2023,17000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.6
Mazda,3 S 1 6 At 2014,318000000,2014,100000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Mazda,Cx5 Premium Exclusive 2 0 At 2023,785000000,2023,43000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,2.0
Mercedes Benz,C Class C250 2015,590000000,2015,110000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,
Mercedes Benz,S Class S450L 2017,1695000000,2017,61000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mercedes Benz,S Class S450L 2018,1755000000,2018,60000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,3.0
Mini,Cooper S 3 Door 2022,1589000000,2022,9500,Nhập khẩu,Hatchback,Số tự động,31,xăng,2.0
Toyota,Corolla Altis 1 8G At 2017,490000000,2017,51000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.8
Toyota,Corolla Cross 1 8V 2024,780000000,2024,23000,Nhập khẩu,SUV,Số tự động,31,xăng,1.8
Toyota,Fortuner Sr5 2 7 At 2011,308000000,2011,38000,Nhập khẩu,SUV,Số tự động,31,xăng,2.7
Toyota,Yaris 1 3 At 2010,379000000,2010,38888,Nhập khẩu,Sedan,Số tự động,31,xăng,1.3
Audi,A6 45 Tfsi 2022,1899000000,2022,4200,Nhập khẩu,Sedan,Số tự động,31,xăng,2.0
Bmw,X1 Sdrive18I 2016,539000000,2016,62500,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Ford,Ranger Raptor 2 0L 4X4 At 2023,1120000000,2023,25000,Nhập khẩu,Bán tải / Pickup,Số tự động,31,dầu,2.0
Ford,Territory Titanium 1 5 At 2022,735000000,2022,50000,Lắp ráp trong nước,SUV,Số tự động,31,xăng,1.5
Honda,Brio Rs 2021,379000000,2021,0,Nhập khẩu,Hatchback,Số tự động,31,xăng,1.2
Honda,Crv L 2018,789000000,2018,49999,Nhập khẩu,SUV,Số tự động,31,xăng,1.5
Honda,Hrv L 2019,555000000,2019,50000,Nhập khẩu,Crossover,Số tự động,31,xăng,1.8
Hyundai,Accent 1 4 At 2011,228000000,2011,89000,Nhập khẩu,Sedan,Số tự động,31,xăng,1.4
Hyundai,Elantra 1 6 At Dac Biet 2023,575000000,2023,25000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Kia,Cerato 1 6 At Luxury 2019,445000000,2019,72000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,1.6
Kia,Cerato 1 6 At Luxury 2021,490000000,2021,50000,Lắp ráp trong nước,Sedan,Số tự động,30,xăng,1.6
Kia,Morning Si At 2015,225000000,2015,0,Lắp ráp trong nước,Hatchback,Số tự động,31,xăng,1.25
Kia,Sonet Premium 1 5 At 2023,545000000,2023,20000,Lắp ráp trong nước,Crossover,Số tự động,31,xăng,1.5
Mazda,Cx5 2 0 At 2016,470000000,2016,90000,Lắp ráp trong nước,SUV,Số tự động,30,xăng,2.0
Mercedes Benz,C Class C200 2014,525000000,2014,97000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,C Class C300 Amg 2019,999000000,2019,60000,Lắp ráp trong nước,Sedan,Số tự động,31,xăng,2.0
Mercedes Benz,C Class C300 Amg 2019,979000000,2019,70000,Lắp ráp trong nước,Sedan,Số tự động,30,xăng,2.0
