Hãng xe,Dòng xe,Giá thành,Năm sản xuất,Số Km đã đi,Dung tích động cơ,Loại động cơ,Hộp số,Xuất xứ,Kiểu dáng,Số ngày bài đã đăng
ford,territory titanium x 1.5 at 2024,815,2024.0,15000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
honda,civic g 1.8 at 2019,525,2019.0,97000.0,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
honda,civic g 1.8 at 2021,648,2021.0,34000.0,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
kia,sonet premium 1.5 at 2024,575,2024.0,19000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,3 1.5l luxury 2024,599,2024.0,20000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 avantgarde 2023,1398,2023.0,3500.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 2016,779,2016.0,74000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 2022,1358,2022.0,28000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2017,916,2017.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
nissan,x trail 2.5 sv 4wd premium 2018,518,2018.0,179626.7683965918,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
porsche,cayenne 3.6 v6 2012,1090,2012.0,10000.0,3.6,xăng,số tự động,nhập khẩu,suv,57.0
toyota,corolla cross 1.8v 2024,785,2024.0,5200.0,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,prado vx 2.7l 2019,1900,2019.0,179626.7683965918,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,vios 1.5g 2016,355,2016.0,100000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,vios g 1.5 cvt 2022,428,2022.0,28000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
audi,q5 2.0 at 2017,869,2017.0,99999.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
ford,ranger xls 2.2l 4x2 mt 2015,300,2015.0,130000.0,2.2,dầu,số tay,nhập khẩu,bán tải / pickup,57.0
honda,civic g 1.8 at 2019,529,2019.0,60000.0,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
hyundai,i10 grand 1.2 at 2017,288,2017.0,72000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,1090,2022.0,35000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,k3 luxury 1.6 at 2021,485,2021.0,179626.7683965918,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
lexus,nx 300 2019,1689,2019.0,58000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz c class c180 2020,866,2020.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,1699,2022.0,18888.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
mercedes,benz c class c300 amg 2022,1552,2022.0,40000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e300 amg 2018,1399,2018.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz gla class gla 45 amg 4matic 2015,599,2015.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz glc 300 4matic 2019,999,2019.0,88000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz gls 400 4matic 2016,1486,2016.0,100000.0,3.0,xăng,số tự động,nhập khẩu,suv,57.0
mitsubishi,pajero sport d 4x2 mt 2016,399,2016.0,80000.0,2.5,dầu,số tay,lắp ráp trong nước,suv,57.0
mitsubishi,xpander 1.5 at 2019,455,2019.0,25000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
mitsubishi,xpander cross 1.5 at 2025,655,2025.0,4000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,innova 2.0e 2013,245,2013.0,150000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
chevrolet,captiva ltz 2.4 at 2015,355,2015.0,67000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
ford,everest trend 2.0l 4x2 at 2019,750,2019.0,79000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger xls 2.2l 4x2 at 2017,445,2017.0,92000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
hyundai,tucson 1.6 at turbo htrac đặc biệt 2022,845,2022.0,53000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,tucson 1.6 at turbo htrac đặc biệt 2024,919,2024.0,32000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
lexus,nx 300 2018,1579,2018.0,39999.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
lexus,rx 350 2016,2265,2016.0,86000.0,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mazda,3 1.5l luxury 2022,545,2022.0,23000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c200 avantgarde 2023,1398,2023.0,3500.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2017,763,2017.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2017,890,2017.0,78000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,triton 4x2 at mivec premium 2021,550,2021.0,76000.0,2.4,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
mitsubishi,xforce exceed 2025,596,2025.0,20000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
porsche,macan 2.0 2015,1388,2015.0,88888.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.5g 2010,369,2010.0,180000.0,2.5,dầu,số tay,lắp ráp trong nước,suv,57.0
toyota,fortuner 2.7v 4x2 at 2015,465,2015.0,85000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
vinfast,fadil 1.4 at 2020,288,2020.0,46000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
ford,everest titanium 2.0l 4x2 at 2025,1319,2025.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger xls 2.2l 4x2 at 2018,490,2018.0,179626.7683965918,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,crv l 2019,770,2019.0,67000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
hyundai,creta đặc biệt 1.5 at 2023,588,2023.0,27000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,tucson 1.6 at turbo htrac đặc biệt 2024,935,2024.0,20000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
lexus,rx 350 2007,320,2007.0,40000.0,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz c class c300 amg 2021,1569,2021.0,40000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
mercedes,benz s class s400l 2016,1290,2016.0,76000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mg,zs luxury 1.5 at 2wd 2024,499,2024.0,3000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
mg,zs standard 1.5 at 2wd 2023,435,2023.0,50000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
toyota,corolla cross 1.8v 2020,599,2020.0,71000.0,1.8,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.7v 4x2 at 2015,450,2015.0,110000.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
vinfast,limo green at 2025,749,2025.0,179626.7683965918,0.2,điện,số tự động,lắp ráp trong nước,suv,57.0
ford,ranger wildtrak 2.0l 4x4 at 2024,879,2024.0,20000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
ford,ranger xls 2.2l 4x2 at 2020,545,2020.0,55000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,brio rs 2020,350,2020.0,37000.0,1.2,xăng,số tự động,nhập khẩu,hatchback,57.0
kia,cerato 1.6 at 2018,405,2018.0,50000.0,1.6,xăng,số tự động,lắp ráp trong nước,sedan,57.0
kia,sedona 2.2 dat luxury 2019,789,2019.0,72000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
lexus,es 250 2017,1330,2017.0,179626.7683965918,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
lexus,rx 350 2010,790,2010.0,86000.0,3.5,xăng,số tự động,nhập khẩu,suv,57.0
mazda,cx5 deluxe 2.0 at 2024,725,2024.0,21000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c300 amg 2015,660,2015.0,10000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,1620,2022.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e180 2021,1275,2021.0,179626.7683965918,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mg,5 standard 1.5 at 2022,365,2022.0,69000.0,1.5,xăng,số tự động,nhập khẩu,sedan,57.0
mitsubishi,attrage 1.2 mt 2022,255,2022.0,50000.0,1.2,xăng,số tay,nhập khẩu,sedan,57.0
toyota,fortuner 2.4g 4x2 mt 2019,715,2019.0,100000.0,2.4,dầu,số tay,lắp ráp trong nước,suv,57.0
vinfast,fadil 1.4 at premium 2019,318,2019.0,88000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
audi,q5 sportback sline 45 tfsi quattro 2021,1689,2021.0,35000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
bmw,5 series 530i m sport 2022,1869,2022.0,28000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
hyundai,accent 1.4 at đặc biệt 2024,479,2024.0,6000.0,1.4,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,1045,2022.0,53000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 ath 2019,595,2019.0,85000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,cx5 2.0 at 2015,445,2015.0,98000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c200 exclusive 2021,995,2021.0,36000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,1650,2022.0,12000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz c class c300 amg 2022,1599,2022.0,10000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 4matic 2023,1878,2023.0,16666.0,2.0,hybrid,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz s class s600 2007,586,2007.0,1234.0,5.5,xăng,số tự động,nhập khẩu,sedan,57.0
mitsubishi,xpander cross 1.5 at 2024,626,2024.0,2300.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
peugeot,2008 gt line 1.2 at 2022,680,2022.0,48000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,57.0
peugeot,3008 gt 2022,850,2022.0,60000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,vios 1.5e cvt 2021,385,2021.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
vinfast,vf3 plus 2024,228,2024.0,6000.0,2.097755539082448,điện,số tự động,lắp ráp trong nước,hatchback,57.0
audi,a4 2.0 tfsi 2017,750,2017.0,132477.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,x6 xdrive50i 2010,899,2010.0,130000.0,4.4,xăng,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x4 at 2021,900,2021.0,96000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
hyundai,tucson 2.0 at đặc biệt 2022,785,2022.0,59000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
lexus,lx 570 2012,2100,2012.0,150000.0,5.7,xăng,số tự động,nhập khẩu,suv,57.0
mercedes,benz glc 200 4matic 2020,1299,2020.0,64000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 200 4matic 2022,1499,2022.0,33000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz glc 300 4matic 2019,1099,2019.0,68000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz s class s400l 2015,1170,2015.0,161000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,attrage 1.2 cvt 2021,349,2021.0,62690.0,1.2,xăng,số tự động,nhập khẩu,sedan,57.0
mitsubishi,xpander 1.5 at special edition 2019,440,2019.0,73000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
peugeot,3008 gt 2024,910,2024.0,18000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,avanza 1.5 at 2019,375,2019.0,72000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
toyota,prado txl 2.7l 2009,680,2009.0,190000.0,2.7,xăng,số tự động,nhập khẩu,suv,57.0
vinfast,vf3 plus 2024,270,2024.0,8000.0,2.097755539082448,điện,số tự động,lắp ráp trong nước,hatchback,57.0
volvo,xc60 ultimate bright b6 awd 2023,1950,2023.0,7000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
audi,a6 1.8 tfsi 2015,589,2015.0,68000.0,1.8,xăng,số tự động,nhập khẩu,sedan,57.0
bmw,x3 sdrive20i 2024,1599,2024.0,179626.7683965918,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe 2.4l 4wd 2017,619,2017.0,77000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,1060,2022.0,40000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c250 exclusive 2018,739,2018.0,58000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 2016,799,2016.0,91000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 2016,799,2016.0,105600.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 300 4matic 2018,999,2018.0,84000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz s class s400l 2017,1399,2017.0,70000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz s class s450l 2017,1799,2017.0,70000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz s class s450l 2018,1999,2018.0,92800.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
toyota,sequoia limited 4.7 at 4wd 2008,590,2008.0,87900.0,4.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,veloz cross top 1.5 cvt 2022,533,2022.0,51000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,yaris cross 1.5 d,2024,2024.0,26000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
vinfast,fadil 1.4 at plus 2020,308,2020.0,59000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
vinfast,vf7 s 2024,705,2024.0,11000.0,0.2,điện,số tự động,lắp ráp trong nước,suv,57.0
volkswagen,polo 1.6 at 2017,295,2017.0,65000.0,1.6,xăng,số tự động,nhập khẩu,sedan,57.0
ford,everest ambiente 2.0 4x2 at 2019,669,2019.0,120000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
hyundai,creta đặc biệt 1.5 at 2023,605,2023.0,38000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
hyundai,santafe cao cấp 2.5l htrac 2024,1199,2024.0,20000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 at crdi đặc biệt 2021,699,2021.0,71000.0,2.0,dầu,số tự động,lắp ráp trong nước,crossover,57.0
kia,carnival signature 2.2d 2023,1310,2023.0,40000.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
landrover,discovery se 2018,1650,2018.0,179626.7683965918,3.0,xăng,số tự động,nhập khẩu,suv,57.0
lexus,gx 460 2015,2250,2015.0,179626.7683965918,4.6,xăng,số tự động,nhập khẩu,suv,57.0
lexus,nx 300 2017,1579,2017.0,66000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
mazda,6 signature premium 2.5 at 2021,699,2021.0,40000.0,2.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz e class e200 exclusive 2021,1439,2021.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz s class s450l 2018,1799,2018.0,72000.0,3.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mitsubishi,outlander 2.0 cvt 2022,688,2022.0,50000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,outlander 2.0 cvt 2022,680,2022.0,65452.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mitsubishi,xforce premium 2024,619,2024.0,39623.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
mitsubishi,xforce ultimate 2024,655,2024.0,14890.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
mitsubishi,xpander cross 1.5 at 2024,619,2024.0,25000.0,1.5,xăng,số tự động,nhập khẩu,suv,57.0
peugeot,2008 gt line 1.2 at 2022,599,2022.0,48000.0,1.2,xăng,số tự động,lắp ráp trong nước,crossover,57.0
bmw,3 series 330i m sport 2023,1699,2023.0,18000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,everest titanium 2.0l 4x2 at 2020,845,2020.0,65000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2023,1160,2023.0,33000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium 2.0l 4x2 at 2023,1199,2023.0,54000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,everest titanium plus 2.0l 4x4 at 2024,1425,2024.0,9000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
hyundai,kona 2.0 ath 2019,480,2019.0,59000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,santafe cao cấp 2.2l htrac 2022,1135,2022.0,62000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe cao cấp 2.5l htrac 2022,1050,2022.0,53000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 at crdi 2020,690,2020.0,72000.0,2.0,dầu,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,tucson 2.0 at đặc biệt 2021,686,2021.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,seltos premium 1.4 at 2022,625,2022.0,46000.0,1.4,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,seltos premium 1.6 at 2022,620,2022.0,54000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,sonet premium 1.5 at 2024,605,2024.0,7000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,sportage premium 2.0g 2024,825,2024.0,2600.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,3 1.5l luxury 2023,568,2023.0,50000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,cx5 2.5 at 2016,510,2016.0,38000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mercedes,benz c class c300 amg 2016,735,2016.0,96000.0,2.0,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 4matic 2021,1428,2021.0,46000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
vinfast,vf5 plus 2024,419,2024.0,10000.0,2.097755539082448,điện,số tự động,lắp ráp trong nước,suv,57.0
ford,everest titanium plus 2.0l 4x4 at 2024,1425,2024.0,9000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger xls 2.0l 4x4 at 2024,699,2024.0,30000.0,2.0,dầu,số tự động,lắp ráp trong nước,bán tải / pickup,57.0
hyundai,santafe calligraphy 2.5l turbo htrac 2024,1205,2024.0,10000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,santafe premium 2.4l htrac 2019,740,2019.0,89000.0,2.4,xăng,số tự động,lắp ráp trong nước,suv,57.0
hyundai,tucson 2.0 at crdi 2020,695,2020.0,78000.0,2.0,dầu,số tự động,lắp ráp trong nước,crossover,57.0
hyundai,tucson 2.0 at đặc biệt 2021,686,2021.0,48000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,seltos premium 1.6 at 2022,620,2022.0,54000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
kia,sorento signature 2.2 at awd 2022,979,2022.0,43000.0,2.2,dầu,số tự động,lắp ráp trong nước,suv,57.0
kia,sorento signature 2.5 at awd 2021,869,2021.0,50000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,sportage premium 2.0g 2024,825,2024.0,2900.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
landrover,range rover hse 3.0 2014,2290,2014.0,80000.0,3.0,xăng,số tự động,nhập khẩu,suv,57.0
landrover,range rover evoque hse 2017,1150,2017.0,63000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
lexus,rx 350 2010,790,2010.0,86000.0,3.5,xăng,số tự động,nhập khẩu,suv,57.0
lexus,rx 350 2016,2090,2016.0,100000.0,3.5,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.7l 4x2 at 2023,1030,2023.0,7000.0,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner 2.7v 4x2 at 2018,719,2018.0,179626.7683965918,2.7,xăng,số tự động,nhập khẩu,suv,57.0
toyota,fortuner trd sportivo 4x4 at 2016,498,2016.0,89999.0,2.7,xăng,số tự động,lắp ráp trong nước,suv,57.0
toyota,innova 2.0e 2020,448,2020.0,140000.0,2.0,xăng,số tay,lắp ráp trong nước,crossover,57.0
ford,ranger wildtrak 3.2l 4x4 at 2016,498,2016.0,130000.0,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,city 1.5 at 2014,285,2014.0,82000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
hyundai,creta tiêu chuẩn 1.5 at 2022,540,2022.0,20000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
kia,carnival signature 2.2d 2024,1650,2024.0,6900.0,2.2,dầu,số tự động,lắp ráp trong nước,van/minivan,57.0
kia,morning x,2021,2021.0,59000.0,1.25,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
kia,sonet deluxe 1.5 at 2023,495,2023.0,24000.0,1.5,xăng,số tự động,lắp ráp trong nước,crossover,57.0
lexus,es 250 2021,1980,2021.0,29000.0,2.5,xăng,số tự động,nhập khẩu,sedan,57.0
mazda,3 1.5l luxury 2019,465,2019.0,88000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mazda,cx5 premium 2.0 at 2024,815,2024.0,16000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
nissan,x trail 2.5 sv premium 2020,660,2020.0,62000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
peugeot,3008 allure 1.6 at 2021,728,2021.0,48000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,fortuner 2.4g 4x2 at 2019,828,2019.0,108292.0,2.4,dầu,số tự động,lắp ráp trong nước,suv,57.0
toyota,innova venturer 2.0 at 2022,720,2022.0,100000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
toyota,rav4 2.4 at 2008,310,2008.0,90000.0,2.4,xăng,số tự động,nhập khẩu,suv,57.0
bmw,3 series 320i 2015,499,2015.0,80000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
ford,everest titanium plus 2.0l 4x4 at 2022,1275,2022.0,179626.7683965918,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,explorer limited 2.3l ecoboost 2019,1039,2019.0,70000.0,2.3,xăng,số tự động,nhập khẩu,suv,57.0
hyundai,stargazer đặc biệt 1.5 at 2022,445,2022.0,50000.0,1.5,xăng,số tự động,nhập khẩu,van/minivan,57.0
kia,carnival signature 3.5g 2022,1220,2022.0,63000.0,3.5,xăng,số tự động,lắp ráp trong nước,van/minivan,57.0
mazda,2 sport luxury 2022,425,2022.0,42000.0,1.5,xăng,số tự động,nhập khẩu,hatchback,57.0
mazda,3 luxury 2020,460,2020.0,80000.0,1.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
mercedes,benz glc 200 4matic 2021,1599,2021.0,46000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
peugeot,3008 al 2021,735,2021.0,70000.0,1.6,xăng,số tự động,lắp ráp trong nước,crossover,57.0
porsche,macan 2.0 2017,1739,2017.0,60000.0,2.0,xăng,số tự động,nhập khẩu,suv,57.0
toyota,camry 2.5g 2015,535,2015.0,179626.7683965918,2.5,xăng,số tự động,lắp ráp trong nước,sedan,57.0
vinfast,fadil nâng cao 1.4 at 2022,335,2022.0,27000.0,1.4,xăng,số tự động,lắp ráp trong nước,hatchback,57.0
audi,a6 45 tfsi 2022,1695,2022.0,19000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
chevrolet,cruze ltz 1.8 at 2016,285,2016.0,95000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
ford,everest titanium 2.0l 4x2 at 2022,945,2022.0,30000.0,2.0,dầu,số tự động,nhập khẩu,suv,57.0
ford,ranger wildtrak 3.2l 4x4 at 2016,525,2016.0,108000.0,3.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
ford,ranger xls 2.2l 4x2 at 2019,475,2019.0,78000.0,2.2,dầu,số tự động,nhập khẩu,bán tải / pickup,57.0
honda,crv l 2023,990,2023.0,30000.0,1.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,rondo gat 2016,379,2016.0,90000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
kia,sportage signature 2.0g 2024,895,2024.0,10000.0,2.0,xăng,số tự động,lắp ráp trong nước,crossover,57.0
mazda,cx5 2.5 at 2wd 2018,595,2018.0,72000.0,2.5,xăng,số tự động,lắp ráp trong nước,suv,57.0
mazda,cx5 premium 2.0 at 2024,810,2024.0,14000.0,2.0,xăng,số tự động,lắp ráp trong nước,suv,57.0
mg,zs standard 1.5 at 2wd 2024,445,2024.0,16000.0,1.5,xăng,số tự động,nhập khẩu,crossover,57.0
mitsubishi,pajero sport 2.4d 4x2 at 2018,658,2018.0,170000.0,2.4,dầu,số tự động,nhập khẩu,suv,57.0
porsche,panamera 3.6 v6 2010,820,2010.0,179626.7683965918,3.6,xăng,số tự động,nhập khẩu,sedan,57.0
toyota,camry 2.0q 2024,1155,2024.0,9000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
volvo,s90 inscription lwb b6 awd 2021,1550,2021.0,40000.0,2.0,xăng,số tự động,nhập khẩu,sedan,57.0
honda,civic 1.8 at 2009,240,2009.0,88000.0,1.8,xăng,số tự động,lắp ráp trong nước,sedan,57.0
